month,day,hh,load,Temp
4,3,8,5.625,86
4,3,9,7.375000002,88
4,3,10,5.875,90
4,3,11,3.75,92
4,3,12,3.4375,92
4,3,13,3.6875,95
4,3,14,9.1875,93
4,3,15,10.0625,92
4,3,16,12.625,94
4,3,17,13.875,93
4,3,18,11.0625,90
4,3,19,9,87
4,3,20,8.0625,86
4,3,21,8.4375,85
4,3,22,7.999999998,85
4,3,23,7.375000002,84
4,4,0,7.437499998,84
4,4,1,6.874999998,84
4,4,2,7.062499998,84
4,4,3,6.687499998,84
4,4,4,10.5,83
4,4,5,25.4375,83
4,4,6,27.8125,83
4,4,7,44.5,84
4,4,8,46.75,86
4,4,9,65.625,87
4,4,10,75.62500002,90
4,4,11,83.37499998,91
4,4,12,80.37499998,92
4,4,13,75.62500002,93
4,4,14,78.87499998,93
4,4,15,64.99999998,95
4,4,16,42.125,94
4,4,17,31.8125,93
4,4,18,16.9375,90
4,4,19,14.875,86
4,4,20,14.375,86
4,4,21,11.75,85
4,4,22,11.8125,85
4,4,23,11.75,84
4,5,0,11.8125,84
4,5,1,11.5625,84
4,5,2,10.75,84
4,5,3,10.75,84
4,5,4,14.3125,84
4,5,5,33.8125,83
4,5,6,37.8125,83
4,5,7,45.125,84
4,5,8,60.25000002,86
4,5,9,52.375,88
4,5,10,50.25,90
4,5,11,61.875,91
4,5,12,79.00000002,91
4,5,13,75.62500002,92
4,5,14,67.24999998,93
4,5,15,56.75,96
4,5,16,30.25,94
4,5,17,16.125,92
4,5,18,13.5625,91
4,5,19,13.3125,88
4,5,20,11.75,86
4,5,21,10.5,86
4,5,22,9.874999998,85
4,5,23,9.874999998,85
4,6,0,8.687500002,85
4,6,1,8.8125,85
4,6,2,8.500000002,85
4,6,3,7.624999998,84
4,6,4,7.000000002,84
4,6,5,6.874999998,84
4,6,6,6.375,84
4,6,7,6.9375,84
4,6,8,5.9375,86
4,6,9,6,87
4,6,10,6.375,91
4,6,11,7.375000002,94
4,6,12,6.75,96
4,6,13,13.3125,95
4,6,14,18.6875,95
4,6,15,19.75,96
4,6,16,18.8125,96
4,6,17,19.4375,93
4,6,18,14.75,90
4,6,19,13.5,88
4,6,20,12.375,86
4,6,21,12.125,86
4,6,22,11.875,85
4,6,23,11.25,85
4,7,0,10.0625,85
4,7,1,10.4375,85
4,7,2,8.875000002,85
4,7,3,7.125,85
4,7,4,10.375,85
4,7,5,42.75,85
4,7,6,56.625,85
4,7,7,70.37500002,85
4,7,8,89.37499998,88
4,7,9,83.25,89
4,7,10,73.5,90
4,7,11,74.74999998,91
4,7,12,76.62499998,92
4,7,13,72.25000002,92
4,7,14,57,94
4,7,15,55.75,94
4,7,16,42.85714286,93
4,7,17,0,92
4,7,18,13.55769231,91
4,7,19,12.9375,88
4,7,20,12.8125,87
4,7,21,12.6875,86
4,7,22,11.9375,85
4,7,23,11.3125,85
4,8,0,11.375,85
4,8,1,10.8125,84
4,8,2,10.5625,84
4,8,3,10.3125,84
4,8,4,9.874999998,84
4,8,5,28.875,84
4,8,6,39.5625,84
4,8,7,0,85
4,8,8,0,87
4,8,9,0,88
4,8,10,0,91
4,8,11,0,92
4,8,12,90,92
4,8,13,92.87500002,92
4,8,14,69.375,92
4,8,15,47.5,94
4,8,16,33.6875,92
4,8,17,21.0625,91
4,8,18,16.125,89
4,8,19,7.249999998,87
4,8,20,4.75,86
4,8,21,5.1875,86
4,8,22,5.0625,86
4,8,23,4.5625,85
4,9,0,5.125,85
4,9,1,5,84
4,9,2,4.625,84
4,9,3,4.9375,84
4,9,4,4.5,84
4,9,5,3.375,84
4,9,6,2.25,83
4,9,7,6,85
4,9,8,6.062500002,87
4,9,9,10.3125,88
4,9,10,10.375,91
4,9,11,8.312500002,91
4,9,12,8.0625,91
4,9,13,10.125,92
4,9,14,15.375,94
4,9,15,16.5,95
4,9,16,13.9375,93
4,9,17,10.9375,93
4,9,18,7.375000002,89
4,9,19,5.3125,86
4,9,20,5.5625,86
4,9,21,5.5,85
4,9,22,5,85
4,9,23,5.625,85
4,10,0,5.5,85
4,10,1,5,85
4,10,2,5.5,85
4,10,3,6.250000002,85
4,10,4,5.75,84
4,10,5,6.75,84
4,10,6,6.437500002,84
4,10,7,6.687499998,85
4,10,8,4.875,86
4,10,9,0,90
4,10,10,3.214285714,89
4,10,11,6.687499998,94
4,10,12,5.1875,94
4,10,13,5.25,95
4,10,14,8.8125,95
4,10,15,10.75,95
4,10,16,10.5625,94
4,10,17,10.9375,92
4,10,18,8.312500002,91
4,10,19,8.374999998,88
4,10,20,9,87
4,10,21,8.500000002,86
4,10,22,8.312500002,86
4,10,23,7.812499998,85
4,11,0,8.0625,85
4,11,1,7.562500002,85
4,11,2,7.875,85
4,11,3,7.249999998,85
4,11,4,9,85
4,11,5,11.4375,84
4,11,6,30.5625,84
4,11,7,50.5,85
4,11,8,61.75000002,87
4,11,9,82.62499998,89
4,11,10,81.75,91
4,11,11,90.81250002,94
4,11,12,88.56250002,94
4,11,13,75,98
4,11,14,59.375,100
4,11,15,42.5,97
4,11,16,26.8125,96
4,11,17,21.8125,94
4,11,18,12.125,91
4,11,19,11.4375,88
4,11,20,11.5625,87
4,11,21,9.75,86
4,11,22,10.25,86
4,11,23,9.874999998,86
4,12,0,7.375000002,86
4,12,1,7.3125,85
4,12,2,7.875,85
4,12,3,10.5625,85
4,12,4,12.375,85
4,12,5,31.9375,85
4,12,6,40.3125,85
4,12,7,61.75000002,85
4,12,8,71.25,88
4,12,9,65.68750002,89
4,12,10,66.06250002,91
4,12,11,59.25,93
4,12,12,61.62499998,96
4,12,13,57.8125,97
4,12,14,43,99
4,12,15,34.6875,99
4,12,16,25.625,96
4,12,17,13.875,95
4,12,18,9.687499998,92
4,12,19,9.312499998,89
4,12,20,8.187499998,89
4,12,21,7.375000002,89
4,12,22,10.1875,88
4,12,23,11.75,87
4,13,0,10.125,87
4,13,1,9.250000002,87
4,13,2,8.749999998,87
4,13,3,7.875,87
4,13,4,7.375000002,86
4,13,5,7.812499998,85
4,13,6,11.25,84
4,13,7,10.125,84
4,13,8,9.437500002,86
4,13,9,8.875000002,89
4,13,10,8.500000002,90
4,13,11,8.312500002,92
4,13,12,8.187499998,95
4,13,13,10.75,97
4,13,14,15.25,97
4,13,15,10.75,98
4,13,16,10.625,97
4,13,17,11,96
4,13,18,7.999999998,93
4,13,19,7.249999998,90
4,13,20,7.249999998,89
4,13,21,8.312500002,89
4,13,22,9.5625,88
4,13,23,9.375,88
4,14,0,8.875000002,87
4,14,1,8.875000002,87
4,14,2,8.625,86
4,14,3,7.937500002,87
4,14,4,7.562500002,87
4,14,5,7.5,87
4,14,6,9.812500002,86
4,14,7,10.1875,86
4,14,8,8.749999998,87
4,14,9,7.187500002,89
4,14,10,7.437499998,90
4,14,11,10.5,92
4,14,12,10,95
4,14,13,10.25,98
4,14,14,13,99
4,14,15,13.625,98
4,14,16,13.125,97
4,14,17,10.875,95
4,14,18,8.749999998,93
4,14,19,8.937499998,91
4,14,20,8.0625,89
4,14,21,8.125000002,88
4,14,22,9,87
4,14,23,10.375,87
4,15,0,10.375,86
4,15,1,10.375,86
4,15,2,8.187499998,86
4,15,3,7.999999998,86
4,15,4,7.812499998,86
4,15,5,6.9375,86
4,15,6,9.625000002,86
4,15,7,10.625,86
4,15,8,8.8125,87
4,15,9,5.5,89
4,15,10,8.749999998,90
4,15,11,9.812500002,93
4,15,12,15.375,96
4,15,13,15.6875,97
4,15,14,14.25,96
4,15,15,12.375,96
4,15,16,10.3125,97
4,15,17,10.0625,95
4,15,18,7.875,92
4,15,19,7.062499998,89
4,15,20,9.312499998,88
4,15,21,10.875,88
4,15,22,10.625,88
4,15,23,9.499999998,87
4,16,0,9.437500002,87
4,16,1,9.5625,86
4,16,2,8.625,86
4,16,3,9.062500002,86
4,16,4,8.4375,86
4,16,5,7.624999998,86
4,16,6,7.249999998,85
4,16,7,6.687499998,86
4,16,8,4,88
4,16,9,2.0625,91
4,16,10,3.0625,91
4,16,11,4.5,92
4,16,12,8.562499998,92
4,16,13,9.625000002,93
4,16,14,17.75,95
4,16,15,18.25,95
4,16,16,15.25,96
4,16,17,17.1875,94
4,16,18,10.6875,91
4,16,19,7.750000002,90
4,16,20,9.75,89
4,16,21,10.25,88
4,16,22,10.625,87
4,16,23,10.625,86
4,17,0,9.9375,86
4,17,1,8.500000002,86
4,17,2,8.687500002,86
4,17,3,8.500000002,86
4,17,4,7.812499998,86
4,17,5,7.6875,86
4,17,6,8.749999998,86
4,17,7,8.25,86
4,17,8,7.999999998,88
4,17,9,8.625,89
4,17,10,7.000000002,92
4,17,11,12.1875,92
4,17,12,16.18421053,92
4,17,13,16.4375,94
4,17,14,18.6875,96
4,17,15,18.9375,95
4,17,16,20.6875,94
4,17,17,17,93
4,17,18,9.437500002,91
4,17,19,8.875000002,89
4,17,20,8.749999998,88
4,17,21,10.5,88
4,17,22,11.1875,87
4,17,23,10.8125,87
4,18,0,10.25,86
4,18,1,9.250000002,86
4,18,2,6.625000002,86
4,18,3,6.124999998,86
4,18,4,8.625,86
4,18,5,19.875,86
4,18,6,28.125,86
4,18,7,31.125,87
4,18,8,48.75,88
4,18,9,57.76315789,91
4,18,10,67.37500002,92
4,18,11,73.62499998,91
4,18,12,93,94
4,18,13,87.12499998,94
4,18,14,72.1875,95
4,18,15,55.9375,96
4,18,16,40.5,96
4,18,17,26.625,95
4,18,18,13.3125,91
4,18,19,11.5625,90
4,18,20,11.25,89
4,18,21,6.687499998,88
4,18,22,6.874999998,88
4,18,23,6.812500002,87
4,19,0,6.250000002,86
4,19,1,5.875,86
4,19,2,6.437500002,86
4,19,3,6.250000002,85
4,19,4,11.4375,85
4,19,5,29.3125,85
4,19,6,41.8125,85
4,19,7,68.68750002,86
4,19,8,80.8125,89
4,19,9,74.87500002,91
4,19,10,69.06250002,92
4,19,11,70.6875,95
4,19,12,101.5625,93
4,19,13,91.75000002,96
4,19,14,79.6875,95
4,19,15,69.25000002,94
4,19,16,40.625,94
4,19,17,23.75,92
4,19,18,14.25,90
4,19,19,10.8125,88
4,19,20,8.687500002,88
4,19,21,11,88
4,19,22,11.625,88
4,19,23,10.1875,87
4,20,0,9.1875,87
4,20,1,9.375,87
4,20,2,8.875000002,86
4,20,3,8.8125,86
4,20,4,10.8125,86
4,20,5,26.875,85
4,20,6,35.8125,85
4,20,7,44.1875,86
4,20,8,56.625,88
4,20,9,70.99999998,90
4,20,10,85.00000002,93
4,20,11,79.37500002,92
4,20,12,76.24999998,93
4,20,13,76.3125,94
4,20,14,64.93750002,94
4,20,15,60.375,96
4,20,16,42.9375,93
4,20,17,22.1875,92
4,20,18,14.0625,90
4,20,19,8.312500002,88
4,20,20,8.500000002,88
4,20,21,8.875000002,87
4,20,22,8.749999998,87
4,20,23,10.125,87
4,21,0,8.625,87
4,21,1,7.875,86
4,21,2,6.9375,85
4,21,3,9.437500002,82
4,21,4,12,83
4,21,5,26.25,84
4,21,6,45.875,85
4,21,7,64.43749998,86
4,21,8,69.43750002,88
4,21,9,62.50000002,90
4,21,10,56,93
4,21,11,55.125,94
4,21,12,69.12499998,94
4,21,13,65.74999998,95
4,21,14,71.74999998,96
4,21,15,65.37499998,94
4,21,16,51.25,94
4,21,17,39.75,92
4,21,18,21.875,90
4,21,19,10.875,88
4,21,20,11.25,88
4,21,21,10.25,88
4,21,22,10.25,87
4,21,23,10.125,87
4,22,0,8.25,87
4,22,1,7.750000002,86
4,22,2,7.937500002,86
4,22,3,7.875,86
4,22,4,10.3125,86
4,22,5,33.9375,86
4,22,6,55.0625,86
4,22,7,78.375,87
4,22,8,75,89
4,22,9,65.87500002,89
4,22,10,70.75000002,92
4,22,11,67.81249998,95
4,22,12,100.75,95
4,22,13,98.8125,97
4,22,14,70.06249998,96
4,22,15,46.1875,97
4,22,16,42.125,96
4,22,17,33.9375,94
4,22,18,21.4375,91
4,22,19,10.75,89
4,22,20,9.250000002,88
4,22,21,9.5625,88
4,22,22,9.9375,87
4,22,23,10.625,87
4,23,0,10.125,87
4,23,1,9.5625,87
4,23,2,9.499999998,87
4,23,3,9.312499998,87
4,23,4,8.625,87
4,23,5,7.375000002,86
4,23,6,10.75,87
4,23,7,10.25,87
4,23,8,10.4375,90
4,23,9,13.5,91
4,23,10,15.5625,93
4,23,11,14.5625,93
4,23,12,14.4375,94
4,23,13,17.5,95
4,23,14,19.5625,95
4,23,15,20.5625,94
4,23,16,21.3125,94
4,23,17,14.3125,93
4,23,18,11.125,90
4,23,19,8.125000002,88
4,23,20,8.312500002,88
4,23,21,8.500000002,87
4,23,22,8.312500002,87
4,23,23,7.875,87
4,24,0,8.749999998,87
4,24,1,7.999999998,86
4,24,2,6.874999998,86
4,24,3,6.499999998,86
4,24,4,5.25,86
4,24,5,4.75,86
4,24,6,4.625,86
4,24,7,4.84375,86
4,24,8,6.1875,87
4,24,9,4.0625,89
4,24,10,7.562500002,93
4,24,11,2.5,93
4,24,12,3.625,96
4,24,13,4.125,95
4,24,14,8.687500002,95
4,24,15,9.812500002,94
4,24,16,11.6875,95
4,24,17,10.4375,93
4,24,18,9.124999998,89
4,24,19,8.875000002,88
4,24,20,8.625,87
4,24,21,8.749999998,87
4,24,22,8.687500002,86
4,24,23,8.374999998,86
4,25,0,7.6875,86
4,25,1,8.374999998,86
4,25,2,6.499999998,86
4,25,3,7.249999998,86
4,25,4,9.812500002,86
4,25,5,37.5,86
4,25,6,35.625,86
4,25,7,56.3125,87
4,25,8,78.87499998,88
4,25,9,80.87500002,89
4,25,10,79.125,92
4,25,11,95.37499998,92
4,25,12,82.43749998,93
4,25,13,73.06249998,93
4,25,14,53.375,94
4,25,15,38,93
4,25,16,29.8125,93
4,25,17,21.5,93
4,25,18,20.6875,91
4,25,19,13.5,89
4,25,20,8.500000002,87
4,25,21,7.750000002,87
4,25,22,8.749999998,87
4,25,23,8.8125,86
4,26,0,8.937499998,86
4,26,1,9.250000002,86
4,26,2,7.187500002,86
4,26,3,6.874999998,86
4,26,4,12.6875,86
4,26,5,23,86
4,26,6,36.375,86
4,26,7,56.625,87
4,26,8,64.24999998,89
4,26,9,60.12499998,91
4,26,10,54.9375,90
4,26,11,72.81250002,92
4,26,12,86.4375,93
4,26,13,82.62499998,94
4,26,14,72.68749998,94
4,26,15,57,95
4,26,16,35,96
4,26,17,24.5,95
4,26,18,18.125,91
4,26,19,11.75,89
4,26,20,10.125,87
4,26,21,7.875,87
4,26,22,7.062499998,87
4,26,23,10.0625,87
4,27,0,8.0625,86
4,27,1,7.437499998,86
4,27,2,7.5,86
4,27,3,7.375000002,86
4,27,4,11,86
4,27,5,31.125,86
4,27,6,37.5,86
4,27,7,39.6875,87
4,27,8,45.25,90
4,27,9,60.9375,91
4,27,10,58.125,93
4,27,11,59.25,96
4,27,12,65.31250002,94
4,27,13,65.12500002,96
4,27,14,63.375,95
4,27,15,50.6875,96
4,27,16,26.25,94
4,27,17,20.625,93
4,27,18,15.6875,92
4,27,19,12,90
4,27,20,10.5625,88
4,27,21,10.25,88
4,27,22,10.125,88
4,27,23,10.3125,87
4,28,0,8.937499998,87
4,28,1,8.374999998,87
4,28,2,7.750000002,87
4,28,3,7.375000002,87
4,28,4,12,86
4,28,5,22.75,86
4,28,6,35.75,86
4,28,7,50.0625,87
4,28,8,59.3125,88
4,28,9,54.4375,90
4,28,10,54.1875,92
4,28,11,53,93
4,28,12,53.25,94
4,28,13,47.4375,95
4,28,14,57.6875,94
4,28,15,49.4375,96
4,28,16,37.0625,93
4,28,17,21.75,93
4,28,18,15.9375,91
4,28,19,16.5625,89
4,28,20,13,88
4,28,21,9.625000002,88
4,28,22,9,88
4,28,23,9.250000002,88
4,29,0,9.124999998,87
4,29,1,8.687500002,87
4,29,2,8.625,87
4,29,3,7.937500002,87
4,29,4,11.5,87
4,29,5,23.75,87
4,29,6,36,87
4,29,7,45.875,87
4,29,8,55.5,88
4,29,9,53.3125,90
4,29,10,44.9375,91
4,29,11,67.5,90
4,29,12,75.87499998,92
4,29,13,69.49999998,94
4,29,14,49.875,93
4,29,15,40.125,94
4,29,16,31.375,95
4,29,17,19.875,94
4,29,18,14.875,92
4,29,19,11.25,90
4,29,20,8.500000002,89
4,29,21,7.750000002,88
4,29,22,7.5,88
4,29,23,6.75,87
4,30,0,0,87
4,30,1,0,87
4,30,2,0,87
4,30,3,0,87
4,30,4,0,87
4,30,5,0,86
4,30,6,0,86
4,30,7,0,87
4,30,8,0,88
4,30,9,0,91
4,30,10,0,92
4,30,11,0,92
4,30,12,0,93
4,30,13,0,90
4,30,14,0,87
4,30,15,0,77
4,30,16,0,78
4,30,17,0,80
4,30,18,0,80
4,30,19,0,81
4,30,20,0,82
4,30,21,0,83
4,30,22,0,83
4,30,23,0,82
5,1,0,5.375,0
5,1,1,5.375,0
5,1,2,5.25,0
5,1,3,5.0625,0
5,1,4,4.8125,0
5,1,5,4.1875,0
5,1,6,3.375,0
5,1,7,1.9375,81
5,1,8,2.5,82
5,1,9,7.125,84
5,1,10,7.812499998,87
5,1,11,5.6875,89
5,1,12,5.290178572,91
5,1,13,7.562500002,92
5,1,14,9.625000002,92
5,1,15,11.875,94
5,1,16,12.1875,94
5,1,17,14,93
5,1,18,10.125,90
5,1,19,9.250000002,88
5,1,20,8.625,87
5,1,21,7.624999998,87
5,1,22,6.874999998,87
5,1,23,7.249999998,87
5,2,0,8.374999998,86
5,2,1,8.125000002,86
5,2,2,6.687499998,86
5,2,3,7.187500002,86
5,2,4,9.874999998,85
5,2,5,20.5,85
5,2,6,21.75,85
5,2,7,31.8125,87
5,2,8,47.5625,89
5,2,9,51,92
5,2,10,50.625,91
5,2,11,46.3125,94
5,2,12,46.4375,94
5,2,13,43.5,93
5,2,14,34.6875,94
5,2,15,35,95
5,2,16,32.5625,94
5,2,17,17.125,94
5,2,18,12.125,91
5,2,19,9.687499998,89
5,2,20,9.062500002,88
5,2,21,8.374999998,87
5,2,22,7.875,87
5,2,23,7.437499998,87
5,3,0,7.437499998,87
5,3,1,7.125,86
5,3,2,6.874999998,86
5,3,3,6.375,86
5,3,4,7.750000002,85
5,3,5,26.625,85
5,3,6,36.25,85
5,3,7,42.125,87
5,3,8,54.875,89
5,3,9,69.49999998,90
5,3,10,62.4375,94
5,3,11,63.9375,94
5,3,12,65.18749998,95
5,3,13,66.43750002,93
5,3,14,63.49999998,94
5,3,15,45.5625,95
5,3,16,32.3125,96
5,3,17,22.75,95
5,3,18,14.75,93
5,3,19,10.1875,90
5,3,20,8.687500002,88
5,3,21,8.749999998,88
5,3,22,8.374999998,88
5,3,23,8.25,87
5,4,0,8.125000002,87
5,4,1,8.125000002,86
5,4,2,7.000000002,86
5,4,3,6.499999998,86
5,4,4,11,86
5,4,5,25.875,85
5,4,6,29.25,85
5,4,7,33.5,87
5,4,8,46.375,89
5,4,9,51.625,91
5,4,10,48.8125,92
5,4,11,45.1875,93
5,4,12,51,94
5,4,13,55.375,94
5,4,14,53.5625,97
5,4,15,50.0625,95
5,4,16,31.375,95
5,4,17,19.9375,92
5,4,18,12.6875,90
5,4,19,12.625,89
5,4,20,13.1875,88
5,4,21,11.4375,88
5,4,22,8.500000002,88
5,4,23,8.125000002,87
5,5,0,8.187499998,87
5,5,1,7.937500002,87
5,5,2,6.625000002,87
5,5,3,6.312499998,86
5,5,4,5.4375,86
5,5,5,5.3125,86
5,5,6,4.3125,86
5,5,7,2.375,87
5,5,8,4.25,90
5,5,9,10.6875,91
5,5,10,11.8125,93
5,5,11,10.75,96
5,5,12,9.375,96
5,5,13,13.375,97
5,5,14,18.5,97
5,5,15,16.5625,98
5,5,16,18.0625,98
5,5,17,14.875,96
5,5,18,11.8125,95
5,5,19,11.9375,91
5,5,20,11.8125,90
5,5,21,12.4375,89
5,5,22,11.25,88
5,5,23,11.125,88
5,6,0,10.625,88
5,6,1,9.874999998,88
5,6,2,9.250000002,88
5,6,3,8.625,87
5,6,4,8.500000002,87
5,6,5,8.625,87
5,6,6,10.75,87
5,6,7,11.1875,89
5,6,8,14.5625,91
5,6,9,14,92
5,6,10,17.375,93
5,6,11,18.75,95
5,6,12,15.25,95
5,6,13,16.5,96
5,6,14,19.375,97
5,6,15,14.625,97
5,6,16,11.625,97
5,6,17,13.5625,96
5,6,18,12.4375,94
5,6,19,11.625,91
5,6,20,11,90
5,6,21,10.9375,89
5,6,22,11.1875,89
5,6,23,9.687499998,88
5,7,0,8.4375,88
5,7,1,8.500000002,87
5,7,2,8.500000002,87
5,7,3,8.0625,86
5,7,4,7.6875,86
5,7,5,7.750000002,86
5,7,6,6.499999998,86
5,7,7,5.625,88
5,7,8,4.625,91
5,7,9,3.875,92
5,7,10,5.875,92
5,7,11,8.937499998,94
5,7,12,8.625,95
5,7,13,8.937499998,96
5,7,14,17.25,98
5,7,15,13.5,98
5,7,16,12.5,96
5,7,17,13.9375,95
5,7,18,10.875,92
5,7,19,9.062500002,90
5,7,20,9.124999998,90
5,7,21,8.4375,89
5,7,22,7.375000002,89
5,7,23,7.812499998,89
5,8,0,7.5,88
5,8,1,6.375,88
5,8,2,7.000000002,88
5,8,3,7.624999998,88
5,8,4,7.375000002,87
5,8,5,8.500000002,87
5,8,6,7.624999998,87
5,8,7,6.312499998,88
5,8,8,8.0625,90
5,8,9,8.500000002,91
5,8,10,8.875000002,93
5,8,11,4.6875,95
5,8,12,3.875,96
5,8,13,5.0625,95
5,8,14,10.375,97
5,8,15,13.125,96
5,8,16,11.875,95
5,8,17,10.875,91
5,8,18,8.374999998,92
5,8,19,8.312500002,90
5,8,20,8.562499998,89
5,8,21,10.6875,89
5,8,22,10.5625,89
5,8,23,10.25,89
5,9,0,9.250000002,88
5,9,1,7.000000002,88
5,9,2,6.625000002,88
5,9,3,6.375,87
5,9,4,6.375,87
5,9,5,5.625,87
5,9,6,10.75,87
5,9,7,14.75,88
5,9,8,22.9375,90
5,9,9,26.3125,93
5,9,10,25.625,94
5,9,11,25.875,96
5,9,12,22.625,96
5,9,13,22.375,95
5,9,14,29.5625,97
5,9,15,27.5625,97
5,9,16,16.375,97
5,9,17,15.875,94
5,9,18,10.625,93
5,9,19,10.25,91
5,9,20,10.25,89
5,9,21,10.75,89
5,9,22,10.4375,89
5,9,23,9.312499998,88
5,10,0,9.499999998,88
5,10,1,8.25,87
5,10,2,7.249999998,87
5,10,3,7.375000002,87
5,10,4,12.25,87
5,10,5,33.125,87
5,10,6,34.625,87
5,10,7,38.625,87
5,10,8,50.75,89
5,10,9,61.00000002,91
5,10,10,72,93
5,10,11,79.5,94
5,10,12,67.24999998,95
5,10,13,68.74999998,95
5,10,14,58.625,97
5,10,15,50.0625,96
5,10,16,31.4375,95
5,10,17,23.25,95
5,10,18,13.125,94
5,10,19,12.375,91
5,10,20,13.8125,91
5,10,21,10.5625,90
5,10,22,12.625,89
5,10,23,9.75,88
5,11,0,8.875000002,88
5,11,1,9.499999998,88
5,11,2,9.812500002,87
5,11,3,7.812499998,87
5,11,4,13,87
5,11,5,23.125,87
5,11,6,30.5,87
5,11,7,43.125,88
5,11,8,57.5,89
5,11,9,55.875,91
5,11,10,48.625,93
5,11,11,43.875,94
5,11,12,40.375,96
5,11,13,40.125,96
5,11,14,40.125,95
5,11,15,34.25,96
5,11,16,25.875,96
5,11,17,20.875,95
5,11,18,11.25,93
5,11,19,12.125,91
5,11,20,12.9375,89
5,11,21,15.3125,89
5,11,22,13.125,89
5,11,23,11.125,88
5,12,0,10.8125,88
5,12,1,10.3125,88
5,12,2,10.125,88
5,12,3,9.499999998,88
5,12,4,15.3125,88
5,12,5,33,88
5,12,6,50.0625,88
5,12,7,73.24999998,89
5,12,8,77.50000002,91
5,12,9,74.87500002,92
5,12,10,74.87500002,94
5,12,11,74.50000002,94
5,12,12,70.43749998,95
5,12,13,57.75,96
5,12,14,58.5625,96
5,12,15,51.75,96
5,12,16,39.875,95
5,12,17,32.6875,95
5,12,18,20.8125,93
5,12,19,16.0625,90
5,12,20,16.8125,90
5,12,21,15.875,90
5,12,22,15.5,89
5,12,23,15.75,89
5,13,0,14.8125,89
5,13,1,14.6875,89
5,13,2,12.75,88
5,13,3,12.375,88
5,13,4,25.375,88
5,13,5,35.5,88
5,13,6,48.3125,88
5,13,7,56.625,89
5,13,8,65.56249998,90
5,13,9,62.50000002,91
5,13,10,69.75,93
5,13,11,75.62500002,96
5,13,12,74.8897059,96
5,13,13,68.55,97
5,13,14,58.5775862,98
5,13,15,48.375,96
5,13,16,22.5,96
5,13,17,0,95
5,13,18,21.25,94
5,13,19,0,91
5,13,20,16.875,90
5,13,21,11.25,90
5,13,22,11.25,87
5,13,23,11.25,88
5,14,0,7.5,85
5,14,1,8.749999998,84
5,14,2,0,84
5,14,3,0,84
5,14,4,0,84
5,14,5,0,84
5,14,6,22.5,84
5,14,7,0,83
5,14,8,11.25,82
5,14,9,18.75,85
5,14,10,15,89
5,14,11,0,94
5,14,12,5.625,91
5,14,13,7.5,95
5,14,14,0,96
5,14,15,0,96
5,14,16,0,97
5,14,17,0,94
5,14,18,0,93
5,14,19,11.25,91
5,14,20,0,90
5,14,21,0,89
5,14,22,0,88
5,14,23,0,88
5,15,0,0,88
5,15,1,7.5,88
5,15,2,0,87
5,15,3,10,87
5,15,4,6,87
5,15,5,7.5,87
5,15,6,5.625,87
5,15,7,9.375,88
5,15,8,3.75,90
5,15,9,3.75,91
5,15,10,10,92
5,15,11,16.60714286,95
5,15,12,12.1875,97
5,15,13,13.75,97
5,15,14,15,97
5,15,15,0,98
5,15,16,0,96
5,15,17,15,92
5,15,18,0,90
5,15,19,0,90
5,15,20,0,89
5,15,21,8.749999998,89
5,15,22,3.75,89
5,15,23,0,89
5,16,0,13.125,89
5,16,1,7.5,88
5,16,2,0,83
5,16,3,0,82
5,16,4,0,83
5,16,5,37.5,84
5,16,6,39.20454545,83
5,16,7,41.25,85
5,16,8,75.15,86
5,16,9,75.72580644,88
5,16,10,82.2,92
5,16,11,68.70535716,92
5,16,12,65.34090912,85
5,16,13,57.10714286,86
5,16,14,52.72058824,85
5,16,15,50.67567568,86
5,16,16,33.0625,85
5,16,17,20.1875,86
5,16,18,12.9375,87
5,16,19,9.499999998,85
5,16,20,7.999999998,85
5,16,21,8.125000002,85
5,16,22,7.812499998,84
5,16,23,7.999999998,83
5,17,0,8.312500002,82
5,17,1,8.0625,81
5,17,2,7.3125,81
5,17,3,6.625000002,81
5,17,4,9.499999998,81
5,17,5,23.75,81
5,17,6,32.875,82
5,17,7,38.9375,82
5,17,8,45.9,84
5,17,9,56.34868421,89
5,17,10,49.25,91
5,17,11,59.25,94
5,17,12,56.4375,95
5,17,13,35.875,97
5,17,14,34.125,96
5,17,15,30.375,89
5,17,16,19,87
5,17,17,14.25,90
5,17,18,10.5,92
5,17,19,10,90
5,17,20,11,89
5,17,21,11,89
5,17,22,10.25,88
5,17,23,10.5,88
5,18,0,9.499999998,87
5,18,1,7.750000002,87
5,18,2,7.750000002,83
5,18,3,7.5,79
5,18,4,11.875,78
5,18,5,21,78
5,18,6,26.5,79
5,18,7,40.25,81
5,18,8,55.125,82
5,18,9,60.25000002,84
5,18,10,47.5,89
5,18,11,43.75,88
5,18,12,46.25,92
5,18,13,28.5,92
5,18,14,29.75,93
5,18,15,31,92
5,18,16,25,92
5,18,17,13.75,90
5,18,18,9.250000002,88
5,18,19,7.5,88
5,18,20,7.750000002,88
5,18,21,7.875,87
5,18,22,7.999999998,87
5,18,23,9,87
5,19,0,8.875000002,86
5,19,1,9.75,86
5,19,2,7.750000002,86
5,19,3,7.000000002,85
5,19,4,8.25,85
5,19,5,19.5,84
5,19,6,31.875,84
5,19,7,38.125,85
5,19,8,43.25,88
5,19,9,49.75,90
5,19,10,55,91
5,19,11,55.80508475,94
